,epoch,train_loss,val_loss,train_accuracy,val_accuracy
0,1,2.132649066070205,414674.16491655994,0.14636846767050488,0.14614703277236493
1,2,2.052655566572826,899840.4032314612,0.14127546501328608,0.14614703277236493
2,3,2.028611077155763,393051.10778492206,0.1563330380868025,0.1470327723649247
3,4,2.0131645525737185,2.0421290940368353,0.1687333923826395,0.18423383525243578
4,5,1.991830152574105,2.0540742183597454,0.16984056687333923,0.18423383525243578
5,6,1.970923657328603,2.0096750918270954,0.18578387953941541,0.18689105403011513
6,7,1.9725011688507796,2.0907890509460962,0.18511957484499558,0.1753764393268379
7,8,1.9687567933456787,2.1036907661478534,0.1848981399468556,0.17006200177147918
8,9,1.961669658748738,2.36235212435017,0.18467670504871567,0.17094774136403898
9,10,1.967716482490222,1.9848713726993152,0.18600531443755536,0.19220549158547387
10,11,1.9523426101100032,2.236114153511446,0.18046944198405668,0.1691762621789194
11,12,1.953489533771552,2.376147902888255,0.18976970770593446,0.1753764393268379
12,13,1.9478973201991605,2.3840754900071555,0.19176262178919398,0.18069087688219662
13,14,1.9488584331118817,2.482368829928213,0.18556244464127547,0.18157661647475642
14,15,1.9475221131310407,2.6539498349013213,0.1904340124003543,0.1904340124003543
15,16,1.9429476803863228,3.061037430412691,0.1937555358724535,0.18157661647475642
16,17,1.942599983316697,2623646.5213238215,0.19464127546501328,0.183348095659876
17,18,1.9587423277703717,2.5545628007478265,0.18777679362267494,0.1744906997342781
18,19,1.9477586687086323,2.64184207468565,0.1862267493356953,0.1824623560673162
19,20,1.939685179872572,2.879482087463906,0.1928697962798937,0.1886625332152347
